,Full Title,ISSN,Product ID,Change History
1900,Nonlinear Analysis: Hybrid Systems,1751-570X,04098,
1901,Nonlinear Analysis: Real World Applications,1468-1218,01060,
1902,The North American Journal of Economics and Finance,1062-9408,07435,Formerly known as North American Review of Economics and Finance
1903,NPG Neurologie - Psychiatrie – Gériatrie,1627-4830,15635,
1904,Nuclear Data Sheets,0090-3752,12096,Incorporating Nuclear Data Sheets. Section A and Nuclear Data Sheets. Section B
1905,Nuclear Engineering and Design,0029-5493,06030,Formerly known as Nuclear Structural Engineering
1906,Nuclear Engineering and Technology,1738-5733,18132,
1907,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",0168-9002,05211,Formerly part of Nuclear Instruments and Methods in Physics Research
1908,Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,0168-583X,05212,Formerly part of Nuclear Instruments and Methods in Physics Research
1909,Nuclear Materials and Energy,2352-1791,17740,
1910,Nuclear Medicine and Biology,0969-8051,07542,Formerly known as International Journal of Radiation Applications and Instrumentation. Part B. Nuclear Medicine and Biology
1911,Nuclear and Particle Physics Proceedings,2405-6014,05216,Formerly known as Nuclear Physics B Proceeding Supplement
1912,Nuclear Physics A,0375-9474,05214,Formerly part of Nuclear Physics
1913,Nuclear Physics B,0550-3213,05215,Formerly part of Nuclear Physics
1914,Nurse Education in Practice,1471-5953,12900,
1915,Nurse Education Today,0260-6917,12752,
1916,Nurse Leader,1541-4612,13338,
1917,Nursing Clinics of North America,0029-6465,13184,
1918,Nursing Outlook,0029-6554,13175,
1919,Nursing for Women's Health,1751-4851,18869,
1920,Nutrition,0899-9007,07740,
1921,Nutrition Clinique et Métabolisme,0985-0562,09074,
1922,"Nutrition, Metabolism and Cardiovascular Diseases",0939-4753,05506,
1923,Nutrition Research,0271-5317,07543,
1924,Nutrition: X,2665-9026,30126,
1925,Obesity Medicine,2451-8476,18281,
1926,Obesity Research & Clinical Practice,1871-403X,04248,
1927,"Obstetrics, Gynaecology & Reproductive Medicine",1751-7214,12729,Formerly known as Current Obstetrics & Gynaecology
1928,Obstetrics and Gynecology Clinics of North America,0889-8545,13254,
1929,Ocean & Coastal Management,0964-5691,02044,Formerly known as Ocean and Shoreline Management
1930,Ocean Engineering,0029-8018,00320,
1931,Ocean Modelling,1463-5003,01046,
1932,Oceanologia,0078-3234,11020,
1933,The Ocular Surface,1542-0124,14117,
1934,Omega,0305-0483,00375,
1935,Oncology Signaling,2542-5633,18395,
1936,One Earth,2590-3322,30121,
1937,One Health,2352-7714,18191,
1938,Online Social Networks and Media,2468-6964,18376,
1939,Open Respiratory Archives,2659-6636,30170,
1940,OpenNano,2352-9520,18799,
1941,Operations Research for Health Care,2211-6923,12972,
1942,Operations Research Letters,0167-6377,05412,
1943,Operations Research Perspectives,2214-7160,17040,
1944,Operative Techniques in Orthopaedics,1048-6666,13065,
1945,Operative Techniques in Otolaryngology-Head and Neck Surgery,1043-1810,13097,
1946,Operative Techniques in Sports Medicine,1060-1872,13121,
1947,Operative Techniques in Thoracic and Cardiovascular Surgery,1522-2942,13098,Formerly known as Operative Techniques in Cardiac and Thoracic Surgery
1948,Ophthalmology,0161-6420,07585,
1949,Ophthalmology Glaucoma,2589-4196,18927,
1950,Ophthalmology Retina,2468-6530,18397,
1951,Optical Fiber Technology,1068-5200,12101,
1952,Optical Materials,0925-3467,05218,
1953,Optical Materials: X,2590-1478,18463,
1954,Optical Switching and Networking,1573-4277,05499,
1955,Optics Communications,0030-4018,05219,
1956,Optics & Laser Technology,0030-3992,03076,Formerly known as Optics Technology
1957,Optics and Lasers in Engineering,0143-8166,02043,
1958,Optik,0030-4026,10018,
1959,Option/Bio,0992-5945,09053,
1960,Oral and Maxillofacial Surgery Cases,2214-5419,14190,
1961,Oral and Maxillofacial Surgery Clinics of North America,1042-3699,13033,
1962,Oral Oncology,1368-8375,00105,Formerly known as European Journal of Cancer Part B: Oral Oncology
1963,"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",2212-4403,13028,"Formerly known as Oral Surgery, Oral Medicine, Oral Pathology, Oral Radiology and Endodontology"
1964,Orbis,0030-4387,07436,
1965,Ore and Energy Resource Geology,2666-2612,30261,
1966,Ore Geology Reviews,0169-1368,05354,
1967,Organic Electronics,1566-1199,05558,
1968,Organic Geochemistry,0146-6380,00476,
1969,Organizational Behavior and Human Decision Processes,0749-5978,12100,Formerly known as Organizational Behavior and Human Performance
1970,Organizational Dynamics,0090-2616,07753,
1971,Orthopaedics and Trauma,1877-1327,12730,Formerly known as Current Orthopaedics
1972,Orthopaedics & Traumatology: Surgery & Research,1877-0568,15649,
1973,Orthopedic Clinics of North America,0030-5898,13102,
1974,Osteoarthritis and Cartilage,1063-4584,12689,
1975,Osteoarthritis and Cartilage Open,2665-9131,30132,
1976,Osteopathische Medizin,1615-9071,10051,
1977,Osteoporosis and Sarcopenia,2405-5255,18260,
1978,Otolaryngologic Clinics of North America,0030-6665,13103,
1979,Otolaryngology Case Reports,2468-5488,18887,
1980,Pacific-Basin Finance Journal,0927-538X,05413,
1981,Paediatric Respiratory Reviews,1526-0542,12874,
1982,Paediatrics and Child Health,1751-7222,12731,Formerly known as Current Paediatrics
1983,Pain Management Nursing,1524-9042,13160,
1984,"Palaeogeography, Palaeoclimatology, Palaeoecology",0031-0182,05355,
1985,Palaeoworld,1871-174X,06065,
1986,Pancreatology,1424-3903,08803,
1987,Papillomavirus Research,2405-8521,18141,
1988,Parallel Computing,0167-8191,05302,
1989,Parasite Epidemiology and Control,2405-6731,18251,
1990,Parasitology International,1383-5769,08061,
1991,Parkinsonism & Related Disorders,1353-8020,03096,
1992,Particuology,1674-2001,08612,Formerly known as China Particuology
1993,Pathology,0031-3025,18299,
1994,Pathology - Research and Practice,0344-0338,10021,Formerly known as Beiträge zur Pathologie
1995,Patient Education and Counseling,0738-3991,08044,Formerly known as Patient Counselling and Health Education
1996,Pattern Recognition,0031-3203,00328,
1997,Pattern Recognition Letters,0167-8655,05303,
1998,Pediatric Clinics of North America,0031-3955,13257,
1999,Pediatric Dental Journal,0917-2394,08829,
2000,Pediatric Hematology Oncology Journal,2468-1245,18333,
2001,Pediatric Neurology,0887-8994,07756,
2002,Pediatrics & Neonatology,1875-9572,08663,
2003,Pedobiologia,0031-4056,10002,
2004,Pedosphere,1002-0160,04285,
2005,Peptides,0196-9781,07547,Incorporating Regulatory Peptides
2006,Perfectionnement en Pédiatrie,2588-932X,16455,
2007,Performance Enhancement & Health,2211-2669,12946,
2008,Performance Evaluation,0166-5316,05304,
2009,Perioperative Care and Operating Room Management,2405-6030,18801,
2010,Personality and Individual Differences,0191-8869,00603,
2011,Personalized Medicine in Psychiatry,2468-1717,18884,
2012,Perspectives in Ecology and Conservation,2530-0644,15908,Formerly known as Natureza & Conservação
2013,"Perspectives in Plant Ecology, Evolution and Systematics",1433-8319,10019,
2014,Perspectives in Science,2213-0209,10504,
2015,Perspectives in Vaccinology,2210-7622,08765,
2016,Pervasive and Mobile Computing,1574-1192,05505,
2017,Pesticide Biochemistry and Physiology,0048-3575,12105,
2018,PET Clinics,1556-8598,13406,
2019,Petroleum,2405-6561,18160,
2020,Petroleum Exploration and Development,1876-3804,08661,
2021,Petroleum Research,2096-2495,18400,
2022,Le Pharmacien Hospitalier et Clinicien,2211-1042,15845,Formerly known as Le Pharmacien Hospitalier
2023,Pharmacological Research,1043-6618,12676,Formerly known as Pharmacological Research Communications
2024,Pharmacology Biochemistry and Behavior,0091-3057,07546,
2025,Pharmacology & Therapeutics,0163-7258,07536,"Incorporating Pharmacology & Therapeutics. Part A: Chemotherapy, Toxicology and Metabolic Inhibitors, Pharmacology & Therapeutics. Part B: General and Systematic Pharmacology and Pharmacology & Therapeutics. Part C: Clinical Pharmacology and Therapeutics"
2026,PharmaNutrition,2213-4344,10146,
2027,Photoacoustics,2213-5979,10511,
2028,Photodiagnosis and Photodynamic Therapy,1572-1000,05489,
2029,Photonics and Nanostructures - Fundamentals and Applications,1569-4410,05479,
2030,Physica A: Statistical Mechanics and its Applications,0378-4371,05220,Formerly part of Physica
2031,Physica B: Condensed Matter,0921-4526,05222,Formerly part of Physica B+C
2032,Physica C: Superconductivity and its Applications,0921-4534,05223,Formerly part of Physica B+C
2033,Physica D: Nonlinear Phenomena,0167-2789,05224,
2034,Physica E: Low-dimensional Systems and Nanostructures,1386-9477,05458,
2035,Physica Medica,1120-1797,04286,
2036,Physical Communication,1874-4907,08626,
2037,Physical Medicine and Rehabilitation Clinics of North America,1047-9651,13315,
2038,Physical Therapy in Sport,1466-853X,12875,
2039,Physician Assistant Clinics,2405-7991,18840,
2040,"Physics and Chemistry of the Earth, Parts A/B/C",1474-7065,00413,"Incorporating Physics and Chemistry of the Earth, Part A: Solid Earth and Geodesy, Physics and Chemistry of the Earth, Part B: Hydrology, Oceans and Atmosphere and Physics and Chemistry of the Earth, Part C: Solar, Terrestrial & Planetary Science"
2041,Physics of the Dark Universe,2212-6864,10100,
2042,Physics of The Earth and Planetary Interiors,0031-9201,05357,
2043,Physics and Imaging in Radiation Oncology,2405-6316,08192,
2044,Physics Letters A,0375-9601,05236,Formerly part of Physics Letters
2045,Physics Letters B,0370-2693,05237,Formerly part of Physics Letters
2046,Physics of Life Reviews,1571-0645,05484,
2047,Physics in Medicine,2352-4510,18075,
2048,Physics Open,2666-0326,30169,
2049,Physics Reports,0370-1573,05238,Incorporating Computer Physics Reports
2050,Physiological and Molecular Plant Pathology,0885-5765,12660,Formerly known as Physiological Plant Pathology
2051,Physiology & Behavior,0031-9384,07548,
2052,Physiotherapy,0031-9406,04065,
2053,Phytochemistry,0031-9422,00273,
2054,Phytochemistry Letters,1874-3900,04291,
2055,Phytomedicine,0944-7113,10020,
2056,Piel,0213-9251,15724,
2057,Placenta,0143-4004,12629,
2058,Planetary and Space Science,0032-0633,00200,
2059,Plant Communications,2590-3462,30148,
2060,Plant Diversity,2468-2659,18353,
2061,Plant Gene,2352-4073,18083,
2062,Plant Physiology and Biochemistry,0981-9428,09054,
2063,Plant Science,0168-9452,08045,Formerly known as Plant Science Letters
2064,Plasmid,0147-619X,12106,
2065,Poetics,0304-422X,05305,
2066,Polar Science,1873-9652,06073,
2067,Political Geography,0962-6298,03077,Formerly known as Political Geography Quarterly
2068,Polyhedron,0277-5387,00218,Incorporating Inorganic and Nuclear Chemistry Letters and Journal of Inorganic and Nuclear Chemistry
2069,Polymer,0032-3861,03078,Incorporating Computational and Theoretical Polymer Science
2070,Polymer Degradation and Stability,0141-3910,02045,Incorporating Polymer Photochemistry
2071,Polymer Testing,0142-9418,02050,
2072,Postharvest Biology and Technology,0925-5214,05122,
2073,Poultry Science,0032-5791,30281,Formerly known as Journal of the American Association of Instructors and Investigators of Poultry Husbandry
2074,Powder Technology,0032-5910,06031,
2075,Practical Laboratory Medicine,2352-5517,18117,
2076,Practical Radiation Oncology,1879-8500,12937,
2077,Le Praticien en Anesthésie Réanimation,1279-7960,15850,
2078,Pratique Neurologique - FMC,1878-7762,15867,
2079,Pratiques Psychologiques,1269-1763,09159,
2080,Precambrian Research,0301-9268,05358,
2081,Precision Engineering,0141-6359,07750,
2082,Pregnancy Hypertension,2210-7789,08732,
2083,La Presse Médicale,0755-4982,15100,
2084,Preventive Medicine,0091-7435,12107,
2085,Preventive Medicine Reports,2211-3355,14067,
2086,Preventive Veterinary Medicine,0167-5877,05123,
2087,Primary Care: Clinics in Office Practice,0095-4543,13261,
2088,Primary Care Diabetes,1751-9918,04280,
2089,Probabilistic Engineering Mechanics,0266-8920,02052,
2090,Procedia CIRP,2212-8271,08817,
2091,Procedia Computer Science,1877-0509,08677,
2092,Procedia Engineering,1877-7058,05631,
2093,Procedia IUTAM,2210-9838,08754,
2094,Procedia Manufacturing,2351-9789,17073,
2095,Procedia Structural Integrity,2452-3216,18305,
2096,Proceedings of the Combustion Institute,1540-7489,04068,Formerly known as Symposium (International) on Combustion
2097,Proceedings of the Geologists’ Association,0016-7878,05611,
2098,Process Biochemistry,1359-5113,02051,
2099,Process Safety and Environmental Protection,0957-5820,08631,
2100,Progrès en Urologie,1166-7087,15101,
2101,Progrès en Urologie - FMC,1761-676X,15223,
2102,Progress in Aerospace Sciences,0376-0421,00415,
2103,Progress in Biophysics and Molecular Biology,0079-6107,00408,Formerly Known as Progress in Biophysics and Biophysical Chemistry
2104,Progress in Cardiovascular Diseases,0033-0620,13204,
2105,Progress in Crystal Growth and Characterization of Materials,0960-8974,00492,Formerly known as Progress in Crystal Growth and Characterization
2106,Progress in Disaster Science,2590-0617,30044,
2107,Progress in Energy and Combustion Science,0360-1285,00474,
2108,Progress in Lipid Research,0163-7827,00407,Formerly known as Progress in the Chemistry of Fats and other Lipids
2109,Progress in Materials Science,0079-6425,00414,Formerly known as Progress in Metal Physics
2110,Progress in Natural Science: Materials International,1002-0071,08791,
2111,Progress in Neuro-Psychopharmacology and Biological Psychiatry,0278-5846,07549,Formerly known as Progress in Neuro-Psychopharmacology
2112,Progress in Neurobiology,0301-0082,00412,
2113,Progress in Nuclear Energy,0149-1970,00478,
2114,Progress in Nuclear Magnetic Resonance Spectroscopy,0079-6565,05178,
2115,Progress in Oceanography,0079-6611,00422,
2116,Progress in Organic Coatings,0300-9440,06032,
2117,Progress in Particle and Nuclear Physics,0146-6410,00419,
2118,Progress in Pediatric Cardiology,1058-9813,08046,
2119,Progress in Planning,0305-9006,00409,
2120,Progress in Polymer Science,0079-6700,00418,
2121,Progress in Quantum Electronics,0079-6727,00410,
2122,Progress in Retinal and Eye Research,1350-9462,00664,Formerly known as Progress in Retinal Research
2123,Progress in Solid State Chemistry,0079-6786,00417,
2124,Progress in Surface Science,0079-6816,00411,
2125,Propulsion and Power Research,2212-540X,18003,
2126,"Prostaglandins, Leukotrienes and Essential Fatty Acids",0952-3278,12720,"Formerly known as Prostaglandins, Leukotrienes and Medicine"
2127,Prostaglandins & Other Lipid Mediators,1098-8823,07754,Formerly known as Prostaglandins; Incorporating Journal of Lipid Mediators and Cell Signalling
2128,Prostate International,2287-8882,18148,
2129,Protein Expression and Purification,1046-5928,12104,
2130,Protist,1434-4610,10035,Formerly known as Archiv für Protistenkunde
2131,Psiquiatría Biológica,1134-5934,15744,
2132,Psychiatric Clinics of North America,0193-953X,13316,
2133,Psychiatry Research,0165-1781,08047,
2134,Psychiatry Research: Neuroimaging,0925-4927,08048,
2135,Psychologie Française,0033-2984,09155,
2136,Psychologie du Travail et des Organisations,1420-2530,09157,
2137,Psychology of Sport and Exercise,1469-0292,00731,
2138,Psychoneuroendocrinology,0306-4530,00473,
2139,Psychosomatics,0033-3182,14045,
2140,Public Health,0033-3506,04053,
2141,Public Relations Review,0363-8111,07437,
2142,Pulmonary Pharmacology & Therapeutics,1094-5539,12687,Formerly known as Pulmonary Pharmacology
2143,Pulmonology,2531-0437,15799,Formerly known as Revista Portuguesa de Pneumologia (English Edition)
2144,Pump Industry Analyst,1359-6128,02167,
2145,The Quarterly Review of Economics and Finance,1062-9769,07438,
2146,Quaternary Geochronology,1871-1014,06063,
2147,Quaternary International,1040-6182,00865,
2148,Quaternary Science Reviews,0277-3791,00636,
2149,Radiation Measurements,1350-4487,00286,Formerly known as Nuclear Tracks and Radiation Measurements
2150,Radiation Physics and Chemistry,0969-806X,00331,Formerly known as International Journal of Radiation Applications and Instrumentation. Part C. Radiation Physics and Chemistry
2151,Radiography,1078-8174,12697,
2152,Radiología,0033-8338,15730,
2153,Radiología (English Edition),2173-5107,15791,
2154,Radiologic Clinics of North America,0033-8389,13106,
2155,Radiology Case Reports,1930-0433,18839,
2156,Radiology of Infectious Diseases,2352-6211,18092,
2157,Radiotherapy and Oncology,0167-8140,08049,
2158,Rangeland Ecology & Management,1550-7424,18793,
2159,Rangelands,0190-0528,18794,
2160,REACH,2352-3093,10520,
2161,Reactive and Functional Polymers,1381-5148,05180,Formerly known as Reactive Polymers
2162,REC: CardioClinics,2605-1532,15763,Formerly known as Cardiocore
2163,Redox Biology,2213-2317,10128,
2164,Regenerative Therapy,2352-3204,18070,
2165,Regional Science and Urban Economics,0166-0462,05414,Formerly known as Regional and Urban Economics
2166,Regional Studies in Marine Science,2352-4855,18076,
2167,Regulatory Toxicology and Pharmacology,0273-2300,12110,
2168,Rehabilitación,0048-7120,15734,
2169,Reinforced Plastics,0034-3617,02104,
2170,Reliability Engineering & System Safety,0951-8320,02054,Formerly known as Reliability Engineering
2171,Remote Sensing Applications: Society and Environment,2352-9385,18162,
2172,Remote Sensing of Environment,0034-4257,07759,
2173,Renewable Energy,0960-1481,00969,Incorporating Solar & Wind Technology
2174,Renewable Energy Focus,1755-0084,02272,Formerly known as Refocus
2175,Renewable and Sustainable Energy Reviews,1364-0321,01010,
2176,Reports on Mathematical Physics,0034-4877,00416,
2177,Reports of Practical Oncology & Radiotherapy,1507-1367,11000,Formerly known as Reports of Practical Oncology
2178,Reproductive Biology,1642-431X,11007,
2179,Reproductive BioMedicine Online,1472-6483,05636,
2180,Reproductive Biomedicine & Society Online,2405-6618,18179,
2181,Reproductive Toxicology,0890-6238,07552,
2182,Research in Autism Spectrum Disorders,1750-9467,04094,
2183,Research in Developmental Disabilities,0891-4222,00826,Incorporating Analysis and Intervention in Developmental Disabilities and Applied Research in Mental Retardation
2184,Research in Economics,1090-9443,12688,Formerly known as Ricerche Economiche
2185,Research in Globalization,2590-051X,30028,
2186,Research in International Business and Finance,0275-5319,08552,
2187,Research in Microbiology,0923-2508,09060,Formerly known as Annales de l'Institut Pasteur. Microbiologie
2188,Research in Organizational Behavior,0191-3085,12702,
2189,Research Policy,0048-7333,05415,
2190,Research Policy: X,2590-1451,18473,
2191,Research in Social and Administrative Pharmacy,1551-7411,13370,
2192,Research in Social Stratification and Mobility,0276-5624,04238,
2193,Research in Transportation Business & Management,2210-5395,12904,
2194,Research in Transportation Economics,0739-8859,05606,
2195,Research in Veterinary Science,0034-5288,12709,
2196,Resource and Energy Economics,0928-7655,05416,Formerly known as Resources and Energy
2197,"Resources, Conservation and Recycling",0921-3449,05125,Incorporating Conservation & Recycling and Resources and Conservation
2198,"Resources, Conservation & Recycling: X",2590-289X,18480,
2199,Resources Policy,0301-4207,03079,
2200,Respiratory Investigation,2212-5345,08808,
2201,Respiratory Medicine,0954-6111,12673,Formerly known as British Journal of Diseases of the Chest
2202,Respiratory Medicine Case Reports,2213-0071,04118,Formerly known as Respiratory Medicine CME
2203,Respiratory Medicine and Research,2590-0412,15651,Formerly known as Revue de Pneumologie Clinique
2204,Respiratory Medicine: X,2590-1435,18464,
2205,Respiratory Physiology & Neurobiology,1569-9048,05126,Formerly known as Respiration Physiology
2206,Results in Applied Mathematics,2590-0374,30029,
2207,Results in Chemistry,2211-7156,30061,
2208,Results in Engineering,2590-1230,30080,
2209,Results in Materials,2590-048X,30034,
2210,Results in Physics,2211-3797,08777,
2211,Resuscitation,0300-9572,08051,
2212,Reumatología Clínica,1699-258X,15708,
2213,Reumatología Clínica (English Edition),2173-5743,15796,
2214,Review of Economic Dynamics,1094-2025,12109,
2215,Review of Palaeobotany and Palynology,0034-6667,05359,
2216,Reviews in Physics,2405-4283,18171,
2217,Revista Argentina de Microbiología,0325-7541,15822,
2218,Revista Científica de la Sociedad de Enfermería Neurológica (English ed.),2530-299X,16444,
2219,Revista Científica de la Sociedad Española de Enfermería Neurológica,2013-5246,15786,
2220,Revista Clínica Española,0014-2565,15728,
2221,Revista Clínica Española (English Edition),2254-8874,15982,
2222,Revista Colombiana de Cardiología,0120-5633,16352,
2223,Revista Colombiana de Ortopedia y Traumatología,0120-8845,15835,
2224,Revista Colombiana de Psiquiatría,0034-7450,15831,
2225,Revista Colombiana de Psiquiatría (English ed.),2530-3120,16446,
2226,Revista Colombiana de Reumatología,0121-8123,15826,
2227,Revista Colombiana de Reumatología (English Edition),2444-4405,16430,
2228,Revista Española de Anestesiología y Reanimación,0034-9356,15974,
2229,Revista Española de Anestesiología y Reanimación (English Edition),2341-1929,16835,
2230,Revista Española de Cardiología,0300-8932,15703,
2231,Revista Española de Cardiología (English Edition),1885-5857,15702,
2232,Revista Española de Cardiología Suplementos,1131-3587,15752,
2233,Revista Española de Cirugía Ortopédica y Traumatología,1888-4415,15731,Formerly known as Revista de Ortopedia y Traumatología
2234,Revista Española de Cirugía Ortopédica y Traumatología (English Edition),1988-8856,15770,
2235,Revista Española de Geriatría y Gerontología,0211-139X,15737,
2236,Revista Española de Medicina Legal,0377-4732,15779,
2237,Revista Española de Medicina Nuclear e Imagen Molecular,2253-654X,15729,Formerly known as Revista Española de Medicina Nuclear
2238,Revista Española de Medicina Nuclear e Imagen Molecular (English Edition),2253-8089,15774,Formerly known as Revista Española de Medicina Nuclear (English Edition)
2239,Revista Española de Patología,1699-8855,15766,
2240,Revista de Gastroenterología de México,0375-0906,15979,
2241,Revista de Gastroenterología de México (English Edition),2255-534X,14300,
2242,Revista Iberoamericana de Micología,1130-1406,15759,
2243,Revista Internacional de Acupuntura,1887-8369,15742,
2244,Revista Internacional de Andrología,1698-031X,15749,
2245,"Revista de Logopedia, Foniatría y Audiología",0214-4603,15782,
2246,Revista Médica Clínica Las Condes,0716-8640,16837,
2247,Revista Portuguesa de Cardiologia,0870-2551,15961,
2248,Revista Portuguesa de Cardiologia (English Edition),2174-2049,15963,
2249,Revista Portuguesa de Pneumologia,0873-2159,15787,
2250,Revista de Psicodidáctica,1136-1034,16447,
2251,Revista de Psicodidáctica (English ed.),2530-3805,16445,
2252,Revista de Psiquiatría y Salud Mental,1888-9891,15757,
2253,Revista de Psiquiatría y Salud Mental (English Edition),2173-5050,15798,
2254,Revista de Senología y Patología Mamaria,0214-1582,15980,
2255,Revue de Chirurgie Orthopédique et Traumatologique,1877-0517,15680,Formerly known as Revue de Chirurgie Orthopédique et Réparatrice de l’Appareil Moteur
2256,Revue d'Épidémiologie et de Santé Publique,0398-7620,15710,
2257,Revue Européenne de Psychologie Appliquée,1162-9088,09160,
2258,Revue Française d’Allergologie,1877-0320,09095,Formerly known as Revue Française d'Allergologie et d'Immunologie Clinique
2259,Revue Francophone Internationale de Recherche Infirmière,2352-8028,16355,
2260,Revue Francophone des Laboratoires,1773-035X,09062,Formerly known as Revue Française des Laboratoires
2261,Revue Francophone d'Orthoptie,1876-2204,09385,
2262,La Revue d’Homéopathie,1878-9730,15868,
2263,Revue des Maladies Respiratoires,0761-8425,15715,
2264,Revue des Maladies Respiratoires Actualités,1877-1203,15860,
2265,La Revue de Médecine Interne,0248-8663,09061,
2266,La Revue de Médecine Légale,1878-6529,15864,
2267,Revue de Micropaléontologie,0035-1598,09152,
2268,Revue Neurologique,0035-3787,15740,
2269,Revue du Rhumatisme,1169-8330,09096,
2270,Revue du Rhumatisme Monographies,1878-6227,16175,
2271,Revue Vétérinaire Clinique,2214-5672,09122,Formerly known as Pratique Médicale et Chirurgicale de l'Animal de Compagnie
2272,Rheumatic Disease Clinics of North America,0889-857X,13263,
2273,Rhizosphere,2452-2198,18283,
2274,Rice Science,1672-6308,08625,
2275,Robotics and Autonomous Systems,0921-8890,05309,Formerly known as Robotics
2276,Robotics and Computer-Integrated Manufacturing,0736-5845,00704,Incorporating Computer Integrated Manufacturing Systems
2277,Russian Literature,0304-3479,05418,
2278,Safety and Health at Work,2093-7911,17021,
2279,Safety Science,0925-7535,05419,Formerly known as Journal of Occupational Accidents
2280,Sages-Femmes,1637-4088,15841,
2281,The Saudi Dental Journal,1013-9052,08685,
2282,Saudi Journal of Biological Sciences,1319-562X,08688,
2283,Saudi Pharmaceutical Journal,1319-0164,08690,
2284,Scandinavian Journal of Management,0956-5221,00872,Formerly known as Scandinavian Journal of Management Studies
2285,Schizophrenia Research,0920-9964,05080,
2286,Schizophrenia Research: Cognition,2215-0013,14191,
2287,Science Bulletin,2095-9273,18374,
2288,Science of Computer Programming,0167-6423,05310,
2289,Science & Justice,1355-0306,08074,Formerly known as Journal Forensic Science Society
2290,Science & Sports,0765-1597,09065,
2291,Science of The Total Environment,0048-9697,05127,
2292,Scientia Horticulturae,0304-4238,05128,
2293,Scientific African,2468-2276,18429,
2294,Scripta Materialia,1359-6462,00222,Formerly known as Scripta Metallurgica et Materialia; Incorporating Nanostructured Materials
2295,Sealing Technology,1350-4789,02129,
2296,Sedimentary Geology,0037-0738,05360,
2297,Seizure,1059-1311,12685,
2298,Seminars in Arthritis and Rheumatism,0049-0172,13201,
2299,Seminars in Arthroplasty,1045-4527,13115,
2300,Seminars in Cancer Biology,1044-579X,12679,
2301,Seminars in Cell & Developmental Biology,1084-9521,12675,Formerly known as Seminars in Cell Biology; Incorporating Seminars in Developmental Biology
2302,Seminars in Colon and Rectal Surgery,1043-1489,13111,
2303,Seminars in Diagnostic Pathology,0740-2570,13056,
2304,Seminars in Fetal and Neonatal Medicine,1744-165X,12700,Formerly known as Seminars in Neonatology
2305,Seminars in Hematology,0037-1963,13322,
2306,Seminars in Immunology,1044-5323,12678,
2307,Seminars in Nephrology,0270-9295,13253,
2308,Seminars in Nuclear Medicine,0001-2998,13092,
2309,Seminars in Oncology,0093-7754,13313,
2310,Seminars in Oncology Nursing,0749-2081,13186,
2311,Seminars in Orthodontics,1073-8746,13031,
2312,Seminars in Pediatric Neurology,1071-9091,13314,
2313,Seminars in Pediatric Surgery,1055-8586,13119,
2314,Seminars in Perinatology,0146-0005,13267,
2315,Seminars in Radiation Oncology,1053-4296,13318,
2316,Seminars in Roentgenology,0037-198X,13108,
2317,Seminars in Spine Surgery,1040-7383,13116,
2318,Seminars in Thoracic and Cardiovascular Surgery,1043-0679,13053,
2319,Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual,1092-9126,13120,
2320,"Seminars in Ultrasound, CT and MRI",0887-2171,13129,
2321,Seminars in Vascular Surgery,0895-7967,13131,
2322,Sensing and Bio-Sensing Research,2214-1804,18026,
2323,Sensors and Actuators A: Physical,0924-4247,06033,Formerly part of Sensors and Actuators
2324,Sensors and Actuators B: Chemical,0925-4005,06034,Formerly part of Sensors and Actuators
2325,Sensors and Actuators Reports,2666-0539,30173,
2326,Separation and Purification Technology,1383-5866,08054,Incorporating Gas Separation & Purification and Separations Technology
2327,Sexologies,1158-1360,09372,
2328,Sexual Medicine,2050-1161,18855,
2329,Sexual Medicine Reviews,2050-0521,18847,
2330,Sexual & Reproductive Healthcare,1877-5756,08675,
2331,"She Ji: The Journal of Design, Economics, and Innovation",2405-8726,18225,
2332,Signal Processing,0165-1684,05311,
2333,Signal Processing: Image Communication,0923-5965,05312,
2334,Simulation Modelling Practice and Theory,1569-190X,05314,Formerly known as Simulation Practice and Theory
2335,Sleep Health,2352-7218,18790,
2336,Sleep Medicine,1389-9457,05557,
2337,Sleep Medicine Clinics,1556-407X,13408,
2338,Sleep Medicine Reviews,1087-0792,12705,
2339,Sleep Medicine: X,2590-1427,18471,
2340,Small Ruminant Research,0921-4488,05129,
2341,Smart Health,2352-6483,18861,
2342,Social Networks,0378-8733,05421,
2343,Social Science & Medicine,0277-9536,00315,"Incorporating Social Science & Medicine. Part A: Medical Psychology & Medical Sociology, Social Science & Medicine. Part B: Medical Anthropology, Social Science & Medicine. Part C: Medical Economics, Social Science & Medicine. Part D: Medical Geography, S"
2344,Social Science Research,0049-089X,12113,
2345,Social Sciences & Humanities Open,2590-2911,30119,
2346,Socio-Economic Planning Sciences,0038-0121,00317,
2347,Soft Computing Letters,2666-2221,30253,
2348,Software Impacts,2665-9638,30150,
2349,SoftwareX,2352-7110,18109,
2350,Soil Biology and Biochemistry,0038-0717,00332,
2351,Soil Dynamics and Earthquake Engineering,0267-7261,02056,Formerly known as International Journal of Soil Dynamics and Earthquake Engineering
